formula,mu_b,samples,sources,dxmag_type,n_elements
YVAs,4.47133485,7,dxmag,half,3.0
YVBi,4.6419307750000005,6,dxmag,half,3.0
YVGa,2.2052725,8,dxmag,half,3.0
YVGe,3.9036655,7,dxmag,half,3.0
YVIn,3.2080157,7,dxmag,half,3.0
YVP,3.7976796750000004,10,dxmag,half,3.0
YVPb,3.912528,7,dxmag,half,3.0
YVSb,4.347083424999999,6,dxmag,half,3.0
YVSi,3.71388115,9,dxmag,half,3.0
YVSn,3.8826159999999996,6,dxmag,half,3.0
YZn2As,0.0,4,dxmag,full,3.0
YZn2Bi,0.0,4,dxmag,full,3.0
YZn2Ga,0.0,4,dxmag,full,3.0
YZn2Ge,0.0,4,dxmag,full,3.0
YZn2In,0.0,3,dxmag,full,3.0
YZn2P,0.0,7,dxmag,full,3.0
YZn2Pb,0.0,4,dxmag,full,3.0
YZn2Sb,0.0,5,dxmag,full,3.0
YZn2Si,0.0,4,dxmag,full,3.0
YZn2Sn,0.0,4,dxmag,full,3.0
YZnAs,0.0,3,dxmag,half,3.0
YZnBi,0.0,2,dxmag,half,3.0
YZnGa,0.0,4,dxmag,half,3.0
YZnGe,0.0,5,dxmag,half,3.0
YZnIn,0.0,3,dxmag,half,3.0
YZnP,0.0,4,dxmag,half,3.0
YZnPb,1.5e-07,5,dxmag,half,3.0
YZnSb,0.0,4,dxmag,half,3.0
YZnSi,0.0,4,dxmag,half,3.0
YZnSn,5e-08,7,dxmag,half,3.0
YZr2Al,0.17521235,8,dxmag,inverse,3.0
YZr2As,1.10367085,9,dxmag,full,3.0
YZr2Bi,0.1376462,11,dxmag,full,3.0
YZr2Ga,0.0,8,dxmag,inverse,3.0
YZr2Ge,0.37271075,8,dxmag,full,3.0
YZr2In,0.0,7,dxmag,inverse,3.0
YZr2P,0.8732009,9,dxmag,full,3.0
YZr2Pb,0.40192625000000004,8,dxmag,full,3.0
YZr2Sb,1.41122445,7,dxmag,inverse,3.0
YZr2Si,0.0016609,7,dxmag,full,3.0
YZr2Sn,0.38858570000000003,8,dxmag,full,3.0
YZr2Tl,0.0,4,dxmag,full,3.0
YZrAl,0.52331925,13,dxmag,half,3.0
YZrAs,0.00017527500000000002,8,dxmag,half,3.0
YZrBi,1.71406265,14,dxmag,half,3.0
YZrGa,1.69132325,7,dxmag,half,3.0
YZrGe,0.7631914999999999,10,dxmag,half,3.0
YZrIn,1.9142953,6,dxmag,half,3.0
YZrP,1.0449996,7,dxmag,half,3.0
YZrPb,2.6803438,9,dxmag,half,3.0
YZrSb,2.1675503750000003,8,dxmag,half,3.0
YZrSi,0.56606425,11,dxmag,half,3.0
YZrSn,2.29404825,8,dxmag,half,3.0
YZrTl,2.0269795,7,dxmag,half,3.0
Zn2AgAs,0.0,3,dxmag,inverse,3.0
Zn2AgBi,0.0,5,dxmag,inverse,3.0
Zn2AgGe,0.0,6,dxmag,inverse,3.0
Zn2AgP,0.0,4,dxmag,full,3.0
Zn2AgPb,0.0,6,dxmag,full,3.0
Zn2AgSb,0.0,3,dxmag,inverse,3.0
Zn2AgSn,0.0,3,dxmag,full,3.0
Zn2As,0.0,2,dxmag,half,2.0
Zn2AsAu,0.0,5,dxmag,inverse,3.0
Zn2AsIr,0.0,5,dxmag,full,3.0
Zn2AsOs,0.0,6,dxmag,full,3.0
Zn2AsPd,0.0,5,dxmag,inverse,3.0
Zn2AsPt,0.0,4,dxmag,full,3.0
Zn2AsRh,0.0,4,dxmag,full,3.0
Zn2AsRu,0.0,6,dxmag,full,3.0
Zn2AsW,0.043994725,6,dxmag,full,3.0
Zn2Bi,0.0,2,dxmag,half,2.0
Zn2BiAu,0.0,5,dxmag,inverse,3.0
Zn2BiIr,0.0,6,dxmag,full,3.0
Zn2BiMo,1.2747330749999999,6,dxmag,full,3.0
Zn2BiOs,0.0,8,dxmag,full,3.0
Zn2BiPd,0.0,4,dxmag,full,3.0
Zn2BiPt,0.0,4,dxmag,full,3.0
Zn2BiRh,0.0,4,dxmag,full,3.0
Zn2BiRu,0.0,5,dxmag,inverse,3.0
Zn2BiW,0.0011342,11,dxmag,full,3.0
Zn2CdAs,0.0,7,dxmag,full,3.0
Zn2CdBi,0.0,4,dxmag,inverse,3.0
Zn2CdGa,0.0,5,dxmag,full,3.0
Zn2CdGe,0.0,6,dxmag,full,3.0
Zn2CdIn,0.0,6,dxmag,inverse,3.0
Zn2CdP,0.0,6,dxmag,full,3.0
Zn2CdPb,0.0,7,dxmag,inverse,3.0
Zn2CdSb,0.0,4,dxmag,full,3.0
Zn2CdSi,0.0,6,dxmag,full,3.0
Zn2CdSn,0.0,5,dxmag,full,3.0
Zn2CoAs,0.0,4,dxmag,full,3.0
Zn2CoBi,0.00059835,10,dxmag,full,3.0
Zn2CoGe,5.5e-06,8,dxmag,full,3.0
Zn2CoP,0.0,6,dxmag,full,3.0
Zn2CoPb,0.00028487499999999997,12,dxmag,full,3.0
Zn2CoSb,1.3199999999999999e-05,6,dxmag,full,3.0
Zn2CoSi,1.1724999999999999e-05,8,dxmag,full,3.0
Zn2CoSn,8.15e-06,8,dxmag,full,3.0
Zn2CrAs,2.3364986,5,dxmag,full,3.0
Zn2CrBi,4.1338846,8,dxmag,full,3.0
Zn2CrGa,3.3896462,7,dxmag,full,3.0
Zn2CrGe,2.5184971000000003,10,dxmag,full,3.0
Zn2CrIn,3.6189264999999997,8,dxmag,full,3.0
Zn2CrP,2.6432831,9,dxmag,inverse,3.0
Zn2CrPb,3.6325824,9,dxmag,inverse,3.0
Zn2CrSb,3.6766886,9,dxmag,full,3.0
Zn2CrSi,1.0846082750000001,10,dxmag,full,3.0
Zn2CrSn,2.8711813250000002,10,dxmag,full,3.0
Zn2CuAs,0.0,5,dxmag,full,3.0
Zn2CuBi,0.0,5,dxmag,inverse,3.0
Zn2CuGe,0.0,5,dxmag,inverse,3.0
Zn2CuP,0.0,7,dxmag,full,3.0
Zn2CuPb,0.0,5,dxmag,inverse,3.0
Zn2CuSb,0.0,4,dxmag,full,3.0
Zn2CuSi,0.0,5,dxmag,inverse,3.0
Zn2CuSn,0.0,3,dxmag,inverse,3.0
Zn2FeAs,0.0,6,dxmag,full,3.0
Zn2FeBi,2.61384465,9,dxmag,full,3.0
Zn2FeGe,1.8600617,9,dxmag,full,3.0
Zn2FeP,1.9984253,11,dxmag,inverse,3.0
Zn2FePb,2.09865335,9,dxmag,full,3.0
Zn2FeSb,1.033571275,8,dxmag,full,3.0
Zn2FeSi,1.3565641,13,dxmag,inverse,3.0
Zn2FeSn,1.955328,9,dxmag,inverse,3.0
Zn2Ga,0.0,1,dxmag,half,2.0
Zn2GaAg,0.0,4,dxmag,full,3.0
Zn2GaAu,0.0,5,dxmag,full,3.0
Zn2GaCo,0.030166575,6,dxmag,full,3.0
Zn2GaCu,0.0,5,dxmag,inverse,3.0
Zn2GaFe,1.855638425,8,dxmag,full,3.0
Zn2GaIr,0.0,5,dxmag,full,3.0
Zn2GaMo,0.2887587,13,dxmag,full,3.0
Zn2GaNi,0.0,8,dxmag,full,3.0
Zn2GaOs,0.0,7,dxmag,full,3.0
Zn2GaPd,0.0,6,dxmag,full,3.0
Zn2GaPt,0.0,4,dxmag,full,3.0
Zn2GaRe,0.0,7,dxmag,full,3.0
Zn2GaRh,0.0,5,dxmag,full,3.0
Zn2GaRu,0.0,5,dxmag,inverse,3.0
Zn2GaW,0.8358804,7,dxmag,full,3.0
Zn2Ge,0.0,1,dxmag,half,2.0
Zn2GeAu,0.0,4,dxmag,full,3.0
Zn2GeIr,0.0,5,dxmag,full,3.0
Zn2GeMo,0.0,5,dxmag,full,3.0
Zn2GeOs,1e-07,8,dxmag,full,3.0
Zn2GePd,0.0,5,dxmag,full,3.0
Zn2GePt,0.0,5,dxmag,inverse,3.0
Zn2GeRh,0.0,5,dxmag,inverse,3.0
Zn2GeRu,2.75e-07,6,dxmag,full,3.0
Zn2GeW,1.75e-07,8,dxmag,full,3.0
Zn2In,0.0,1,dxmag,half,2.0
Zn2InAg,0.0,4,dxmag,full,3.0
Zn2InAu,0.0,4,dxmag,full,3.0
Zn2InCo,2.82e-05,7,dxmag,full,3.0
Zn2InCu,0.0,4,dxmag,full,3.0
Zn2InFe,2.0389817,8,dxmag,full,3.0
Zn2InIr,0.0,5,dxmag,inverse,3.0
Zn2InMo,0.9701243500000001,10,dxmag,full,3.0
Zn2InNi,0.0,5,dxmag,full,3.0
Zn2InOs,0.0,6,dxmag,full,3.0
Zn2InPd,0.0,6,dxmag,full,3.0
Zn2InPt,0.0,6,dxmag,full,3.0
Zn2InRe,0.0,6,dxmag,full,3.0
Zn2InRh,0.0,4,dxmag,full,3.0
Zn2InRu,0.0,4,dxmag,full,3.0
Zn2InW,1.05468745,8,dxmag,full,3.0
Zn2IrPb,0.0,4,dxmag,full,3.0
Zn2MoAs,0.3402024,9,dxmag,full,3.0
Zn2MoP,5e-08,7,dxmag,full,3.0
Zn2MoPb,5.225e-06,6,dxmag,full,3.0
Zn2NiAs,0.0,6,dxmag,full,3.0
Zn2NiBi,0.0,7,dxmag,full,3.0
Zn2NiGe,0.0,7,dxmag,full,3.0
Zn2NiP,0.0,9,dxmag,full,3.0
Zn2NiPb,0.0,6,dxmag,full,3.0
Zn2NiSb,0.0,7,dxmag,inverse,3.0
Zn2NiSn,0.0,4,dxmag,full,3.0
Zn2OsPb,9.7e-06,7,dxmag,full,3.0
Zn2P,0.0,2,dxmag,half,2.0
Zn2PAu,0.0,7,dxmag,full,3.0
Zn2PIr,0.0,4,dxmag,full,3.0
Zn2POs,8.42e-05,6,dxmag,full,3.0
Zn2PPd,0.0,6,dxmag,full,3.0
Zn2PPt,0.0,5,dxmag,full,3.0
Zn2PRh,0.0,6,dxmag,full,3.0
Zn2PRu,0.0,7,dxmag,inverse,3.0
Zn2PW,2.05e-06,8,dxmag,full,3.0
Zn2Pb,0.0,2,dxmag,half,2.0
Zn2PbAu,0.0,5,dxmag,inverse,3.0
Zn2PbW,0.052507825,8,dxmag,full,3.0
Zn2PdPb,0.0,4,dxmag,full,3.0
Zn2PtPb,0.0,4,dxmag,full,3.0
Zn2ReAs,0.00026505,9,dxmag,full,3.0
Zn2ReBi,7e-07,8,dxmag,full,3.0
Zn2ReGe,1e-07,9,dxmag,full,3.0
Zn2ReP,0.00046995,10,dxmag,full,3.0
Zn2RePb,5.66e-05,9,dxmag,full,3.0
Zn2ReSb,0.0,8,dxmag,full,3.0
Zn2ReSi,1.66e-05,7,dxmag,full,3.0
Zn2ReSn,1.45e-06,8,dxmag,full,3.0
Zn2RhPb,0.0,5,dxmag,full,3.0
Zn2RuPb,1.1050000000000001e-05,8,dxmag,inverse,3.0
Zn2Sb,0.0,1,dxmag,half,2.0
Zn2SbAu,0.0,4,dxmag,inverse,3.0
Zn2SbIr,0.0,5,dxmag,inverse,3.0
Zn2SbMo,0.6614641,9,dxmag,full,3.0
Zn2SbOs,0.0,7,dxmag,full,3.0
Zn2SbPd,0.0,4,dxmag,full,3.0
Zn2SbPt,0.0,4,dxmag,full,3.0
Zn2SbRh,0.0,3,dxmag,full,3.0
Zn2SbRu,0.0,5,dxmag,inverse,3.0
Zn2SbW,0.0013051,11,dxmag,full,3.0
Zn2Si,0.0,2,dxmag,half,2.0
Zn2SiAg,0.0,5,dxmag,full,3.0
Zn2SiAu,0.0,5,dxmag,full,3.0
Zn2SiIr,0.0,5,dxmag,inverse,3.0
Zn2SiMo,0.0,5,dxmag,full,3.0
Zn2SiNi,0.0,6,dxmag,full,3.0
Zn2SiOs,9e-07,8,dxmag,full,3.0
Zn2SiPd,0.0,7,dxmag,full,3.0
Zn2SiPt,0.0,4,dxmag,full,3.0
Zn2SiRh,0.0,6,dxmag,full,3.0
Zn2SiRu,5e-08,7,dxmag,full,3.0
Zn2SiW,0.0,8,dxmag,full,3.0
Zn2Sn,0.0,1,dxmag,half,2.0
Zn2SnAu,0.0,5,dxmag,inverse,3.0
Zn2SnIr,0.0,5,dxmag,full,3.0
Zn2SnMo,9.5e-07,7,dxmag,full,3.0
Zn2SnOs,0.0,8,dxmag,full,3.0
Zn2SnPd,0.0,3,dxmag,full,3.0
Zn2SnPt,0.0,6,dxmag,full,3.0
Zn2SnRh,0.0,6,dxmag,full,3.0
Zn2SnRu,0.0,5,dxmag,full,3.0
Zn2SnW,0.25676605,10,dxmag,full,3.0
Zn3As,0.0,3,dxmag,full,2.0
Zn3Bi,0.0,2,dxmag,full,2.0
Zn3Ga,0.0,2,dxmag,full,2.0
Zn3Ge,0.0,3,dxmag,full,2.0
Zn3In,0.0,1,dxmag,full,2.0
Zn3P,0.0,3,dxmag,full,2.0
Zn3Pb,0.0,2,dxmag,full,2.0
Zn3Sb,0.0,2,dxmag,full,2.0
Zn3Si,0.0,3,dxmag,full,2.0
Zn3Sn,0.0,3,dxmag,full,2.0
ZnAg2As,0.0,5,dxmag,inverse,3.0
ZnAg2Bi,0.0,6,dxmag,full,3.0
ZnAg2Ge,0.0,4,dxmag,full,3.0
ZnAg2P,0.0,5,dxmag,full,3.0
ZnAg2Pb,0.0,5,dxmag,inverse,3.0
ZnAg2Sb,0.0,6,dxmag,full,3.0
ZnAg2Sn,0.0,5,dxmag,full,3.0
ZnAgAs,0.0,3,dxmag,half,3.0
ZnAgBi,2e-07,3,dxmag,half,3.0
ZnAgGe,0.0,2,dxmag,half,3.0
ZnAgP,0.0,3,dxmag,half,3.0
ZnAgPb,0.0,2,dxmag,half,3.0
ZnAgSb,0.0,2,dxmag,half,3.0
ZnAgSn,0.0,3,dxmag,half,3.0
ZnAsAu,0.0,3,dxmag,half,3.0
ZnAsAu2,0.0,4,dxmag,full,3.0
ZnAsIr,0.0,3,dxmag,half,3.0
ZnAsIr2,0.0,5,dxmag,inverse,3.0
ZnAsOs,2.5e-08,8,dxmag,half,3.0
ZnAsOs2,0.0,3,dxmag,inverse,3.0
ZnAsPd,0.0,3,dxmag,half,3.0
ZnAsPd2,0.0,4,dxmag,inverse,3.0
ZnAsPt,0.0,4,dxmag,half,3.0
ZnAsPt2,0.0,4,dxmag,inverse,3.0
ZnAsRh,0.0,4,dxmag,half,3.0
ZnAsRh2,0.0,7,dxmag,full,3.0
ZnAsRu,0.0,3,dxmag,half,3.0
ZnAsRu2,0.0,3,dxmag,inverse,3.0
ZnAsW,0.14143205,9,dxmag,half,3.0
ZnAsW2,0.0,5,dxmag,full,3.0
ZnBiAu,0.0,2,dxmag,half,3.0
ZnBiAu2,0.0,5,dxmag,inverse,3.0
ZnBiIr,0.0,3,dxmag,half,3.0
ZnBiIr2,0.0,4,dxmag,full,3.0
ZnBiMo,1.9781741,9,dxmag,half,3.0
ZnBiMo2,4e-07,7,dxmag,inverse,3.0
ZnBiOs,0.0001628,4,dxmag,half,3.0
ZnBiOs2,0.0,3,dxmag,inverse,3.0
ZnBiPd,0.0,2,dxmag,half,3.0
ZnBiPd2,0.0,4,dxmag,inverse,3.0
ZnBiPt,0.0,3,dxmag,half,3.0
ZnBiPt2,0.0,4,dxmag,inverse,3.0
ZnBiRh,0.0,3,dxmag,half,3.0
ZnBiRh2,0.0,5,dxmag,full,3.0
ZnBiRu,6.25e-07,4,dxmag,half,3.0
ZnBiRu2,0.0,7,dxmag,inverse,3.0
ZnBiW,1.373892675,8,dxmag,half,3.0
ZnBiW2,0.0,5,dxmag,full,3.0
ZnCd2As,0.0,6,dxmag,full,3.0
ZnCd2Bi,0.0,5,dxmag,full,3.0
ZnCd2Ga,0.0,6,dxmag,full,3.0
ZnCd2Ge,0.0,5,dxmag,full,3.0
ZnCd2In,0.0,5,dxmag,inverse,3.0
ZnCd2P,0.0,7,dxmag,full,3.0
ZnCd2Pb,0.0,7,dxmag,full,3.0
ZnCd2Sb,0.0,5,dxmag,full,3.0
ZnCd2Si,0.0,6,dxmag,full,3.0
ZnCd2Sn,0.0,5,dxmag,inverse,3.0
ZnCdAs,0.0,4,dxmag,half,3.0
ZnCdBi,0.0,3,dxmag,half,3.0
ZnCdGa,0.0,5,dxmag,half,3.0
ZnCdGe,0.0,4,dxmag,half,3.0
ZnCdIn,0.0,2,dxmag,half,3.0
ZnCdP,0.0,5,dxmag,half,3.0
ZnCdPb,0.0,3,dxmag,half,3.0
ZnCdSb,0.0,2,dxmag,half,3.0
ZnCdSi,0.0,3,dxmag,half,3.0
ZnCdSn,0.0,4,dxmag,half,3.0
ZnCo2As,1.33862945,10,dxmag,inverse,3.0
ZnCo2Bi,1.88261675,8,dxmag,inverse,3.0
ZnCo2Ge,0.11152585,9,dxmag,full,3.0
ZnCo2P,1.43314125,11,dxmag,inverse,3.0
ZnCo2Pb,2.0934956,7,dxmag,inverse,3.0
ZnCo2Sb,1.41048135,7,dxmag,inverse,3.0
ZnCo2Si,1.57992195,11,dxmag,inverse,3.0
ZnCo2Sn,1.2771253,12,dxmag,inverse,3.0
ZnCoAs,0.0,3,dxmag,half,3.0
ZnCoBi,0.791334725,6,dxmag,half,3.0
ZnCoGe,0.0,6,dxmag,half,3.0
ZnCoP,0.578389825,6,dxmag,half,3.0
ZnCoPb,1.845e-05,5,dxmag,half,3.0
ZnCoSb,0.7171008249999999,6,dxmag,half,3.0
ZnCoSi,0.0,5,dxmag,half,3.0
ZnCoSn,0.0,3,dxmag,half,3.0
ZnCr2As,2.4859117,6,dxmag,full,3.0
ZnCr2Bi,7.5231139250000005,10,dxmag,inverse,3.0
ZnCr2Ga,0.25426965,13,dxmag,inverse,3.0
ZnCr2Ge,0.006481,9,dxmag,inverse,3.0
ZnCr2In,0.060101925,6,dxmag,inverse,3.0
ZnCr2P,0.47095,11,dxmag,inverse,3.0
ZnCr2Pb,7.10843345,9,dxmag,full,3.0
ZnCr2Sb,4.62244875,9,dxmag,full,3.0
ZnCr2Si,1.8425e-05,6,dxmag,full,3.0
ZnCr2Sn,5.56524575,7,dxmag,full,3.0
ZnCrAs,3.6578746750000004,8,dxmag,half,3.0
ZnCrBi,4.11730935,4,dxmag,half,3.0
ZnCrGa,3.061232225,8,dxmag,half,3.0
ZnCrGe,3.0051947,6,dxmag,half,3.0
ZnCrIn,3.5742468,7,dxmag,half,3.0
ZnCrP,3.368698975,6,dxmag,half,3.0
ZnCrPb,3.4540932,5,dxmag,half,3.0
ZnCrSb,4.011945475,6,dxmag,half,3.0
ZnCrSi,2.7002466,5,dxmag,half,3.0
ZnCrSn,3.25590035,5,dxmag,half,3.0
ZnCu2As,0.0,8,dxmag,full,3.0
ZnCu2Bi,0.0,5,dxmag,inverse,3.0
ZnCu2Ge,0.0,7,dxmag,inverse,3.0
ZnCu2P,0.0,9,dxmag,full,3.0
ZnCu2Pb,0.0,6,dxmag,inverse,3.0
ZnCu2Sb,0.0,6,dxmag,full,3.0
ZnCu2Si,0.0,8,dxmag,full,3.0
ZnCu2Sn,0.0,6,dxmag,full,3.0
ZnCuAs,0.0,4,dxmag,half,3.0
ZnCuBi,0.0,2,dxmag,half,3.0
ZnCuGe,0.0,3,dxmag,half,3.0
ZnCuP,0.0,3,dxmag,half,3.0
ZnCuPb,0.0,2,dxmag,half,3.0
ZnCuSb,0.0,4,dxmag,half,3.0
ZnCuSi,0.0,4,dxmag,half,3.0
ZnCuSn,0.0,2,dxmag,half,3.0
ZnFe2As,4.3402299,11,dxmag,inverse,3.0
ZnFe2Bi,4.3107598,7,dxmag,inverse,3.0
ZnFe2Ge,3.118425425,10,dxmag,full,3.0
ZnFe2P,2.1207369000000003,8,dxmag,full,3.0
ZnFe2Pb,4.6784285,9,dxmag,inverse,3.0
ZnFe2Sb,4.295290275,8,dxmag,inverse,3.0
ZnFe2Si,1.2827774,11,dxmag,full,3.0
ZnFe2Sn,4.115297525,12,dxmag,full,3.0
ZnFeAs,1.69251285,13,dxmag,half,3.0
ZnFeBi,1.205e-05,5,dxmag,half,3.0
ZnFeGe,0.0,11,dxmag,half,3.0
ZnFeP,0.7571995,11,dxmag,half,3.0
ZnFePb,1.476280775,10,dxmag,half,3.0
ZnFeSb,0.79569995,6,dxmag,half,3.0
ZnFeSi,0.0,5,dxmag,half,3.0
ZnFeSn,1.9674494,5,dxmag,half,3.0
ZnGaAg,0.0,2,dxmag,half,3.0
ZnGaAg2,0.0,4,dxmag,inverse,3.0
ZnGaAu,0.0,2,dxmag,half,3.0
ZnGaAu2,0.0,2,dxmag,full,3.0
ZnGaCo,0.0,5,dxmag,half,3.0
ZnGaCo2,1.94978035,9,dxmag,inverse,3.0
ZnGaCu,0.0,4,dxmag,half,3.0
ZnGaCu2,0.0,4,dxmag,inverse,3.0
ZnGaFe,0.0,5,dxmag,half,3.0
ZnGaFe2,4.171138375,10,dxmag,full,3.0
ZnGaIr,0.0,4,dxmag,half,3.0
ZnGaIr2,0.0016071,4,dxmag,inverse,3.0
ZnGaMo,1.4652344,7,dxmag,half,3.0
ZnGaMo2,0.0,4,dxmag,full,3.0
ZnGaNi,0.0,7,dxmag,half,3.0
ZnGaNi2,0.0020296,6,dxmag,inverse,3.0
ZnGaOs,2.0150000000000002e-05,6,dxmag,half,3.0
ZnGaOs2,1e-07,5,dxmag,inverse,3.0
ZnGaPd,0.0,3,dxmag,half,3.0
ZnGaPd2,0.0,3,dxmag,inverse,3.0
ZnGaPt,0.0,4,dxmag,half,3.0
ZnGaPt2,0.0,6,dxmag,full,3.0
ZnGaRe,1.3062648000000001,8,dxmag,half,3.0
ZnGaRe2,0.0,5,dxmag,inverse,3.0
ZnGaRh,0.0,4,dxmag,half,3.0
ZnGaRh2,1.5e-07,7,dxmag,inverse,3.0
ZnGaRu,0.0,3,dxmag,half,3.0
ZnGaRu2,0.2667482,7,dxmag,inverse,3.0
ZnGaW,0.7259585500000001,8,dxmag,half,3.0
ZnGaW2,0.0,4,dxmag,full,3.0
ZnGeAu,0.0,2,dxmag,half,3.0
ZnGeAu2,0.0,2,dxmag,full,3.0
ZnGeIr,0.0,5,dxmag,half,3.0
ZnGeIr2,0.0,4,dxmag,inverse,3.0
ZnGeMo,1.50623875,9,dxmag,half,3.0
ZnGeMo2,0.0,5,dxmag,inverse,3.0
ZnGeOs,0.0,6,dxmag,half,3.0
ZnGeOs2,0.0,5,dxmag,inverse,3.0
ZnGePd,0.0,3,dxmag,half,3.0
ZnGePd2,0.0,5,dxmag,inverse,3.0
ZnGePt,0.0,3,dxmag,half,3.0
ZnGePt2,0.0,5,dxmag,inverse,3.0
ZnGeRh,0.0,5,dxmag,half,3.0
ZnGeRh2,0.0,5,dxmag,inverse,3.0
ZnGeRu,0.0,5,dxmag,half,3.0
ZnGeRu2,5e-08,6,dxmag,inverse,3.0
ZnGeW,0.871231275,12,dxmag,half,3.0
ZnGeW2,0.0,4,dxmag,full,3.0
ZnInAg,0.0,2,dxmag,half,3.0
ZnInAg2,0.0,5,dxmag,inverse,3.0
ZnInAu,0.0,3,dxmag,half,3.0
ZnInAu2,0.0,3,dxmag,full,3.0
ZnInCo,0.29757805,8,dxmag,half,3.0
ZnInCo2,1.323488375,10,dxmag,inverse,3.0
ZnInCu,0.0,2,dxmag,half,3.0
ZnInCu2,0.0,5,dxmag,inverse,3.0
ZnInFe,2.212421825,4,dxmag,half,3.0
ZnInFe2,4.6282284,7,dxmag,inverse,3.0
ZnInIr,0.0,3,dxmag,half,3.0
ZnInIr2,0.0,6,dxmag,inverse,3.0
ZnInMo,2.04848155,7,dxmag,half,3.0
ZnInMo2,5e-08,5,dxmag,full,3.0
ZnInNi,0.0,3,dxmag,half,3.0
ZnInNi2,0.0,6,dxmag,full,3.0
ZnInOs,5e-08,4,dxmag,half,3.0
ZnInOs2,0.003901625,8,dxmag,full,3.0
ZnInPd,0.0,2,dxmag,half,3.0
ZnInPd2,0.0,3,dxmag,inverse,3.0
ZnInPt,0.0,2,dxmag,half,3.0
ZnInPt2,0.0,6,dxmag,full,3.0
ZnInRe,1.52201255,5,dxmag,half,3.0
ZnInRe2,0.0,4,dxmag,full,3.0
ZnInRh,0.0,3,dxmag,half,3.0
ZnInRh2,0.28624095,5,dxmag,inverse,3.0
ZnInRu,0.0,2,dxmag,half,3.0
ZnInRu2,1.1773407,9,dxmag,inverse,3.0
ZnInW,1.8743756500000002,6,dxmag,half,3.0
ZnInW2,0.0,6,dxmag,full,3.0
ZnIr2Pb,0.0,6,dxmag,inverse,3.0
ZnIrPb,0.0,2,dxmag,half,3.0
ZnMo2As,0.0,5,dxmag,inverse,3.0
ZnMo2P,0.0,6,dxmag,inverse,3.0
ZnMo2Pb,0.0,5,dxmag,full,3.0
ZnMoAs,0.8043761,9,dxmag,half,3.0
ZnMoP,0.6171074,9,dxmag,half,3.0
ZnMoPb,2.2038077,8,dxmag,half,3.0
ZnNi2As,0.0,6,dxmag,inverse,3.0
ZnNi2Bi,0.0,5,dxmag,inverse,3.0
ZnNi2Ge,0.0,8,dxmag,inverse,3.0
ZnNi2P,0.0,6,dxmag,inverse,3.0
ZnNi2Pb,0.0,7,dxmag,inverse,3.0
ZnNi2Sb,0.0,4,dxmag,inverse,3.0
ZnNi2Sn,0.0,6,dxmag,inverse,3.0
ZnNiAs,0.0,6,dxmag,half,3.0
ZnNiBi,0.0,4,dxmag,half,3.0
ZnNiGe,0.0,4,dxmag,half,3.0
ZnNiP,0.0,6,dxmag,half,3.0
ZnNiPb,0.0,3,dxmag,half,3.0
ZnNiSb,0.0,5,dxmag,half,3.0
ZnNiSn,0.0,4,dxmag,half,3.0
ZnOs2Pb,0.0,5,dxmag,inverse,3.0
ZnOsPb,0.0,3,dxmag,half,3.0
ZnPAu,0.0,3,dxmag,half,3.0
ZnPAu2,0.0,5,dxmag,full,3.0
ZnPIr,0.0,3,dxmag,half,3.0
ZnPIr2,0.0,8,dxmag,full,3.0
ZnPOs,0.0,5,dxmag,half,3.0
ZnPOs2,0.0,4,dxmag,full,3.0
ZnPPd,0.0,3,dxmag,half,3.0
ZnPPd2,0.0,5,dxmag,inverse,3.0
ZnPPt,0.0,3,dxmag,half,3.0
ZnPPt2,0.0,5,dxmag,inverse,3.0
ZnPRh,0.0,5,dxmag,half,3.0
ZnPRh2,0.0,8,dxmag,inverse,3.0
ZnPRu,0.0,6,dxmag,half,3.0
ZnPRu2,0.0,4,dxmag,full,3.0
ZnPW,0.0,6,dxmag,half,3.0
ZnPW2,0.0,5,dxmag,inverse,3.0
ZnPbAu,0.0,2,dxmag,half,3.0
ZnPbAu2,0.0,5,dxmag,inverse,3.0
ZnPbW,2.1468,9,dxmag,half,3.0
ZnPbW2,0.0,5,dxmag,full,3.0
ZnPd2Pb,0.0,3,dxmag,inverse,3.0
ZnPdPb,0.0,2,dxmag,half,3.0
ZnPt2Pb,0.0,4,dxmag,full,3.0
ZnPtPb,0.0,2,dxmag,half,3.0
ZnRe2As,0.0,6,dxmag,full,3.0
ZnRe2Bi,0.0,3,dxmag,full,3.0
ZnRe2Ge,5e-08,7,dxmag,full,3.0
ZnRe2P,0.0,5,dxmag,full,3.0
ZnRe2Pb,0.3102713,7,dxmag,full,3.0
ZnRe2Sb,0.0,4,dxmag,full,3.0
ZnRe2Si,0.0,3,dxmag,inverse,3.0
ZnRe2Sn,1.5e-06,7,dxmag,full,3.0
ZnReAs,0.0,5,dxmag,half,3.0
ZnReBi,0.0,4,dxmag,half,3.0
ZnReGe,0.6670841000000001,8,dxmag,half,3.0
ZnReP,6.1875e-05,8,dxmag,half,3.0
ZnRePb,0.9704946,6,dxmag,half,3.0
ZnReSb,0.0,6,dxmag,half,3.0
ZnReSi,0.510435525,10,dxmag,half,3.0
ZnReSn,0.63529835,9,dxmag,half,3.0
ZnRh2Pb,0.0,5,dxmag,inverse,3.0
ZnRhPb,0.0,2,dxmag,half,3.0
ZnRu2Pb,0.37405185,9,dxmag,inverse,3.0
ZnRuPb,0.0,3,dxmag,half,3.0
